agent_id,aesthetic_score,complexity,symmetry,glitch_factor,entropy_level,mantra_len,has_tag
103,0.5018279932459451,1.0,8,0.1301068017477643,0.1017922610913814,81,1
104,0.3243063807680765,0.5,6,0.0,0.0,58,0
105,0.175,0.5,6,0.0,0.0,54,0
106,0.4971585339847103,0.9335450622722994,7,0.082146913714242,0.2595558346086701,72,1
107,0.6313365726775805,0.8931121886463207,5,0.0546034960845363,0.0862040502151169,76,1
108,0.1919009145810009,0.5,6,0.0,0.0,76,0
109,0.4980497137315127,1.0,9,0.2473390587030794,0.1669438775624531,88,1
110,0.4978148793051862,0.9748818585072064,7,0.1310252016570831,0.2693602122055051,74,1
111,0.5014534766822463,0.981406149891992,9,0.1513730245263956,0.0434038849939811,79,1
112,0.6325755081411568,1.0,5,0.1901565038435288,0.2354716576164268,92,1
113,0.6409067059040348,0.902989225847155,9,0.044683054023369,0.1373204841157729,86,1
114,0.175,0.5,6,0.0,0.0,101,0
115,0.6332664537685379,1.0,5,0.176337591295909,0.1148649181786618,79,1
116,0.3083333333333333,0.5,6,0.0,0.0,80,0
117,0.175,0.5,6,0.0,0.0,66,0
118,0.3083333333333333,0.5,6,0.0,0.0,60,0
119,0.4279201906290955,0.5,6,0.0,0.0,38,0
120,0.5010744496632802,1.0,7,0.1035110067343944,0.0,80,1
121,0.3083333333333333,0.5,6,0.0,0.0,101,0
122,0.175,0.5,6,0.0,0.0,80,0
123,0.191153502076328,0.5,6,0.0,0.0,81,0
124,0.3616666666666667,0.5,6,0.0,0.0,78,1
125,0.175,0.5,6,0.0,0.0,75,0
126,0.6244498530915372,0.8654732818003603,7,0.2342128608697966,0.1340103243705701,85,1
127,0.3083333333333333,0.5,6,0.0,0.0,43,0
128,0.5060447288089871,1.0,5,0.3559663186418045,0.1356936855965526,64,1
129,0.28,0.5,6,0.0,0.0,79,0
130,0.4666666666666667,0.5,6,0.0,0.0,82,1
131,0.6229065652050552,1.0,6,0.4252020292322297,0.1971066260371284,91,1
132,0.5675525648950033,0.8841666915106723,4,0.2085320726992746,0.0,59,0
133,0.4133333333333333,0.5,6,0.0,0.0,53,0
134,0.3083333333333333,0.5,6,0.0,0.0,51,0
135,0.3083333333333333,0.5,6,0.0,0.0,61,0
136,0.4956526099271559,1.0,9,0.2952811347902143,0.0562187362209683,86,1
137,0.5002436505634561,1.0,8,0.1617936553975443,0.0763302717052441,79,1
138,0.4956864935387674,1.0,9,0.2946034625579844,0.2685345373245685,81,1
139,0.6493855927107541,1.0,7,0.3233568248018603,0.0,71,1
140,0.5053407946974067,1.0,8,0.0598507727185326,0.2699541320884465,65,1
141,0.4900589040181735,1.0,7,0.3238219196365298,0.1586326426644702,84,1
142,0.5020363919183874,0.9715963366896104,6,0.0,0.5882893898264812,85,1
143,0.175,0.5,6,0.0,0.0,68,0
144,0.3083333333333333,0.5,6,0.0,0.0,49,0
145,0.6202718428458414,0.9376871869361182,5,0.342760590154016,0.0235963964487025,78,1
146,0.2283333333333333,0.5,6,0.0,0.0,77,1
147,0.627673928897258,1.0,7,0.3715214220548397,0.2718931456380501,85,1
148,0.175,0.5,6,0.0,0.0,53,0
149,0.4133333333333333,0.5,6,0.0,0.0,82,0
150,0.6061643760821244,1.0,7,0.8017124783575117,0.0875113339587014,77,1
151,0.3616666666666667,0.5,6,0.0,0.0,85,1
152,0.6385399188940786,0.9570295891022076,8,0.131412672438407,0.1717481813523671,76,1
153,0.175,0.5,6,0.0,0.0,102,0
154,0.4955123364920275,1.0,7,0.2147532701594486,0.0469285497394856,79,1
155,0.4959623210738787,0.9474872962860892,5,0.0436511896182255,0.0,86,1
156,0.4935333416845013,0.9694469937321782,8,0.2501703235749059,0.2302513011851799,92,1
157,0.6188205052428459,0.8400083943951431,3,0.1419358200691287,0.0909431494039318,64,1
158,0.5833225062716114,1.0,6,0.1502165412344372,0.1252680148612174,68,0
159,0.5756082804574295,1.0,9,0.2961677241847432,0.2145618269541763,79,1
160,0.6080990272239342,0.739175097435548,4,0.2467821016746373,0.1025949044815498,91,1
161,0.5116575523983694,0.8845816755029162,8,0.1412415095098355,0.0504594052138019,80,1
162,0.4939625864662278,1.0,6,0.2040816040087769,0.1608702056738485,75,1
163,0.2445286763664945,0.5,6,0.0,0.0,62,1
164,0.6297701964035546,0.952312329843506,8,0.2997312333608328,0.1004904263058105,89,1
165,0.4926503944386669,0.9904745973639264,9,0.3410373406058835,0.1106214854050721,78,1
166,0.5643703806020597,0.6861657108372032,7,0.1001742875479436,0.1748895917719261,52,0
167,0.4162556426916228,0.8813407872432113,5,0.4718983270323599,0.2296523699787286,61,0
168,0.6445847303674129,0.9384240375376028,10,0.0659414489581444,0.1370732325121398,83,1
169,0.5026363290678802,1.0,8,0.1139400853090611,0.0,62,1
170,0.6159963923124232,0.8005727337874927,4,0.1809312544327745,0.0379451053598311,101,1
171,0.4983635583550696,1.0,6,0.1160621662319403,0.0712482579826269,83,1
172,0.4972745162311488,1.0,7,0.1795096753770234,0.0226687143322868,92,1
173,0.4968040824750386,1.0,6,0.14725168383256,0.2687041386104752,74,1
174,0.6342435055328244,0.9797458815623262,6,0.1680820450203346,0.0761230159475804,96,1
175,0.6369050524333015,0.9722874961759164,9,0.2286635289311785,0.2391827926359122,66,1
176,0.5019206249681882,0.9620498671291338,8,0.0713289679966015,0.0,76,1
177,0.6310347558695288,0.9505975786779164,7,0.2302012506262975,0.0076460340587675,67,1
178,0.315,0.5,6,0.0,0.0,84,0
179,0.4926975190986714,0.8334809985419648,11,0.1879377825061844,0.2099151000738006,96,1
180,0.3083333333333333,0.5,6,0.0,0.0,44,0
181,0.326431314014287,0.5,6,0.0,0.0,34,0
182,0.4953821735814393,0.9823533701269204,9,0.2742199168949272,0.2007366257253025,77,1
183,0.5022394509390304,0.995245709566828,9,0.1564128789029653,0.2454979009958949,92,1
184,0.4930259374652271,1.0,8,0.3061479173621235,0.1876390947073737,75,1
185,0.4741990886859504,0.869403541687796,6,0.4034568721460173,0.2732881359373312,86,1
186,0.4961926054562021,0.9799153154073336,6,0.1293541973202908,0.0053971790879502,81,1
187,0.4963023422695056,0.9242735200826332,6,0.0436967680671692,0.0,88,1
188,0.5052415432036095,1.0,9,0.1035024692611431,0.2835551620732452,70,1
189,0.6085761992187371,0.6945181863342256,9,0.3785866284599298,0.0,79,1
190,0.5677372343125487,0.8866666753652512,8,0.3752553267969009,0.1826826260827191,53,0
191,0.6202578728788736,0.901911100634898,8,0.4143758600415412,0.0434412742390665,76,1
192,0.6264973293227551,1.0,8,0.4367200802115639,0.0,106,1
193,0.6309085827562669,0.9333290374313524,7,0.2068219010216901,0.221608258724902,78,1
194,0.6292088298898618,0.9629359171374714,8,0.3268939445756362,0.2026665890545263,94,1
195,0.4666666666666667,0.5,6,0.0,0.0,89,1
196,0.4993551984203939,1.0,7,0.1378960315921212,0.1097723937715224,90,1
197,0.3083333333333333,0.5,6,0.0,0.0,48,0
198,0.4892136419681387,1.0,8,0.3823938273038915,0.2506075610344327,89,1
199,0.6431408944981043,0.9679801384930588,9,0.0974856511108359,0.006254651123767,77,1
200,0.6265056628273042,0.8346456972637095,9,0.2301886226828107,0.1902457882531767,89,1
201,0.4962729502372052,1.0,3,0.032874328589229,0.0,91,1
202,0.4966095373386241,1.0,9,0.2761425865608509,0.2789822415001041,78,1
203,0.5011498407164063,1.0,8,0.1436698523385399,0.0,93,1
204,0.6172810531022768,0.8628377137931984,7,0.3736355086442608,0.2470935001605313,81,1
205,0.6211556256253341,0.9268078099774202,5,0.3087658691261129,0.1928144189674182,82,1
206,0.4999931049792593,1.0,7,0.1251379004148138,0.0,89,1
207,0.1935847906268335,0.5,6,0.0,0.0,93,0
208,0.3494886415349236,0.5,6,0.0,0.0,64,1
209,0.4447273531239207,0.9267944083158752,9,0.1373112166620655,0.099195795407046,55,0
210,0.4964342130780593,0.9698047495866338,7,0.1510228628187636,0.2093607731287189,90,1
211,0.4939971999503718,0.9433283032594908,9,0.2433817892151323,0.0,68,1
212,0.1922704396553113,0.5,6,0.0,0.0,54,0
213,0.4996583625265648,0.9662864640761069,9,0.1645957789161949,0.0648455470900815,67,1
214,0.3083333333333333,0.5,6,0.0,0.0,63,0
215,0.4887473166479247,0.9562997251530104,8,0.3261699214376885,0.2385125442666057,87,1
216,0.175,0.5,6,0.0,0.0,75,0
217,0.4878084235838016,1.0,5,0.285498194990633,0.0178881417308364,99,1
218,0.6329063778872897,1.0,9,0.3502057755875406,0.0612580380239115,86,1
219,0.5000400761949215,1.0,9,0.2075318094349025,0.2180752364219302,74,1
220,0.4932333641265075,0.9772559420722596,5,0.1428832972449052,0.237940236162908,64,1
221,0.5081180841595977,0.9693522332390812,9,0.0,0.0822075513494234,87,1
222,0.4954157938513933,0.9323890808665236,7,0.1152677442719186,0.2035682358899292,76,1
223,0.5130369493660834,1.0,4,0.0745509818136693,0.1302916074700624,69,1
224,0.175,0.5,6,0.0,0.0,76,0
225,0.6341441561031905,1.0,6,0.2004502112695221,0.2100989229121539,79,1
226,0.175,0.5,6,0.0,0.0,89,0
227,0.3083333333333333,0.5,6,0.0,0.0,91,0
228,0.4869071345502684,1.0,6,0.345190642327963,0.2145971297458684,81,1
229,0.4133333333333333,0.5,6,0.0,0.0,53,0
230,0.4970163565700275,1.0,6,0.4750010584239098,0.1942323029911075,66,1
231,0.3083333333333333,0.5,6,0.0,0.0,72,0
232,0.28,0.5,6,0.0,0.0,73,0
233,0.5558923261788092,0.7632224895910684,8,0.4269872108104171,0.0117907038923597,52,0
234,0.3248276070427488,0.5,6,0.0,0.0,37,0
235,0.3883333333333333,0.5,6,0.0,0.0,65,0
236,0.5030571057355151,1.0,9,0.1471912186230294,0.187732299527583,93,1
237,0.3083333333333333,0.5,6,0.0,0.0,50,0
238,0.1923783082971011,0.5,6,0.0,0.0,90,0
239,0.5656390201900914,0.8594063449439847,7,0.2013291136141486,0.1369420710020581,102,1
240,0.4906979310407313,1.0,5,0.2277080458520394,0.0106943741769569,74,1
241,0.4977947608451479,0.9405414982445042,9,0.1632503637971293,0.0811146608770822,86,1
242,0.5016403821640212,1.0,9,0.1755256900529086,0.0,61,1
243,0.4873677559442089,0.8491395859521531,6,0.109687593377383,0.1937334478335759,79,1
244,0.7014020190820232,0.8236473420838404,5,0.1490972981519627,0.1106984556668894,80,1
245,0.6209842218072619,0.8810615737137784,6,0.2852412577587643,0.2511365841000091,90,1
246,0.4933151125042205,0.8583153141566249,9,0.1295040544838599,0.0336717908905978,74,1
247,0.5094025021607198,0.8794358755980507,6,0.247770436849348,0.1713788021692925,50,0
248,0.525682889239734,0.996850321908334,7,0.1231136824967498,0.0012948061296818,62,1
249,0.5006180949962078,1.0,7,0.1126381000758436,0.2291534538011273,86,1
250,0.5019671881709163,1.0,6,0.436489338913792,0.13430111498319,83,1
251,0.3616666666666667,0.5,6,0.0,0.0,72,1
252,0.488616920763728,1.0,6,0.3109949180587722,0.0622062146424433,83,1
253,0.4999728219667947,1.0,9,0.2088768939974375,0.2987367661287664,79,1
254,0.49171408872894,0.9698488536817648,7,0.245491505943845,0.016630348062323,74,1
255,0.6309326682552142,0.9114386842062768,10,0.2985046612051304,0.0471108972669146,78,1
256,0.659991382509086,1.0,9,0.1131300724950245,0.2485902417979492,77,1
257,0.4915962517820397,0.9036960419929628,7,0.1486190273486502,0.2819152684135546,72,1
258,0.4937082299889749,1.0,6,0.2091687335538342,0.1034998384057124,85,1
259,0.4985104536059276,0.9810741197173206,9,0.2097354407907614,0.2774211798457778,88,1
260,0.28,0.5,6,0.0,0.0,110,0
261,0.175,0.5,6,0.0,0.0,66,0
262,0.6347849525949576,0.9038996047525908,9,0.1684836885630663,0.2753641995415107,86,1
263,0.5746043238013921,1.0,5,0.2829135239721556,0.0502223269878271,61,0
264,0.5682068060132335,0.8600683358043384,5,0.2009663834418374,0.0,67,0
265,0.5692475194163948,0.9945837934142988,7,0.4652586351268845,0.2729379709480648,51,0
266,0.4933218683130582,1.0,9,0.3418959670721684,0.1121876812144876,65,1
267,0.5039308213086423,1.0,9,0.1297169071604871,0.2270322491045346,86,1
268,0.4832766123255801,0.7749837961506344,7,0.4672158286248766,0.0,69,1
269,0.486497323851821,1.0,7,0.3950535229635793,0.2996005309041664,99,1
270,0.6244390554966515,0.8111656477850839,6,0.1113006950779298,0.1750013088323557,69,1
271,0.3238853959054986,0.5,6,0.0,0.0,34,0
272,0.494009461876343,1.0,9,0.3281440958064735,0.2532369592395745,85,1
273,0.5004038802022327,0.9317208651617664,8,0.3962783718585989,0.2603289573376527,68,1
274,0.5019839098673758,1.0,12,0.2936551359858154,0.0105447198143771,93,1
275,0.5028248403553621,1.0,10,0.1935031928927567,0.0813408276423179,68,1
276,0.4944860278253843,0.9406872488366512,6,0.1046436500806223,0.0472055582099619,93,1
277,0.6238906904134209,0.8713032668538828,8,0.2958077586790713,0.1129493791027131,88,1
278,0.5051319286271481,1.0,7,0.0223614274570376,0.1952472432313296,90,1
279,0.6372972996640182,1.0,7,0.179054006719636,0.2337898957438546,68,1
280,0.4905861996573924,1.0,9,0.3966093401854843,0.1331073668758169,75,1
281,0.503446515353309,1.0,8,0.0977363596004873,0.1477680465385071,83,1
282,0.5039442854307465,1.0,9,0.129447624718401,0.3309158526812735,88,1
283,0.5129008833609475,1.0,9,0.3161806773377262,0.0440395702250807,66,1
284,0.6230389631916629,0.9145819283488772,8,0.3777602953567248,0.197355950159858,118,1
285,0.6331929083261486,0.9512985682462451,7,0.1880896858463946,0.1261044721919521,90,1
286,0.5090436068463693,1.0,10,0.0691278630726131,0.0,85,1
287,0.28,0.5,6,0.0,0.0,57,0
288,0.3616666666666667,0.5,6,0.0,0.0,50,1
289,0.3616666666666667,0.5,6,0.0,0.0,54,1
290,0.4888928038577903,0.9760988319300132,5,0.2279588374058787,0.0803038049878803,80,1
291,0.175,0.5,6,0.0,0.0,86,0
292,0.4890574132355075,0.9901823318459452,7,0.3291252330587665,0.0662292474805357,87,1
293,0.4976747198665072,0.9480911367473428,9,0.1769756411242029,0.2295653687533415,82,1
294,0.4919282404309325,0.961784899599773,8,0.2707792074476745,0.1173839186992317,86,1
295,0.5091058689331385,1.0,9,0.0262159546705621,0.061121292225949,93,1
296,0.593375733853497,1.0,6,0.1868470326027953,0.112337462876309,79,1
297,0.6107817861628964,0.8180095677481815,5,0.3530452950310122,0.1926263459989662,85,1
298,0.3083333333333333,0.5,6,0.0,0.0,101,0
299,0.175,0.5,6,0.0,0.0,69,0
300,0.4947970397521187,1.0,8,0.270725871624291,0.273437370429095,80,1
301,0.175,0.5,6,0.0,0.0,81,0
302,0.175,0.5,6,0.0,0.0,82,0
303,0.3083333333333333,0.5,6,0.0,0.0,47,0
304,0.6255785440686457,0.893955916609497,6,0.2126963268746643,0.1978670684125372,65,1
305,0.5038042068187187,0.967389424249584,7,0.0,0.0850864526978506,64,1
306,0.4964726470344224,0.9686775228367344,9,0.2318966768999866,0.0,81,1
307,0.2444828140640765,0.5,6,0.0,0.0,76,1
308,0.5058470887243711,1.0,8,0.0497248921792443,0.4275227043570083,88,1
309,0.6226736810456204,1.0,5,0.3881930457542597,0.2372221058107598,92,1
310,0.6267434408725745,1.0,8,0.4317978492151771,0.0822024719374291,78,1
311,0.5100588657965708,1.0,7,0.2281662751347214,0.2077121164809318,67,1
312,0.3083333333333333,0.5,6,0.0,0.0,93,0
313,0.4992950381188847,1.0,7,0.1390992376223043,0.1511361503637134,81,1
314,0.5810307315241591,1.0,5,0.0210520361834855,0.3203578894243332,78,1
315,0.6407525927509345,1.0,7,0.1099481449813092,0.1078022342747706,66,1
316,0.4893660974264119,1.0,9,0.4210113848050947,0.1110274919290275,89,1
317,0.5036801122099293,1.0,9,0.1347310891347461,0.0,87,1
318,0.6401426993552687,0.9967234235215036,9,0.2005644815102142,0.0,74,1
319,0.4899720381019414,0.8675311259398979,7,0.1268559268710181,0.2721264202991013,79,1
320,0.4820800759842224,0.8846705990340399,5,0.2270710455332772,0.1469729678725115,78,1
321,0.6335076484001718,0.8693108687212533,7,0.0588133350784418,0.1849937767626506,74,1
322,0.4974227794659451,1.0,8,0.2182110773477627,0.2421950732070707,79,1
323,0.4965105281117919,0.9904875930995912,6,0.1388541607468804,0.254640556813353,78,1
324,0.5832314917806806,0.9761912666352942,11,0.3246570643393295,0.012693969129939,54,0
325,0.1910426470260259,0.5,6,0.0,0.0,96,0
326,0.5068543572010453,1.0,9,0.0712461893124253,0.0792277857811862,92,1
327,0.4854574623051966,1.0,7,0.4158507538960662,0.0984486547590855,88,1
328,0.485807436290075,0.9458420214722384,6,0.2859476397401903,0.2617345303351982,78,1
329,0.4898318495367188,0.9256842333812988,6,0.1752226926709043,0.2531403236032343,99,1
330,0.4995017187400566,0.994986125863146,7,0.1274448139935847,0.236409993138622,98,1
331,0.6391887451647004,1.0,9,0.2245584300393252,0.1163921858582911,88,1
332,0.1932845690923554,0.5,6,0.0,0.0,103,0
333,0.6268705105632809,0.937920090399565,7,0.2944699243337282,0.0914164625795476,74,1
334,0.6279764583112145,1.0,7,0.3654708337757097,0.098270443758919,85,1
335,0.4961107078945095,0.985554231767242,9,0.2644505230940047,0.1244297493852669,90,1
336,0.3083333333333333,0.5,6,0.0,0.0,49,0
337,0.5009710068316569,1.0,10,0.5473745568960182,0.2267287635240834,67,1
338,0.4981331279742081,0.9272088991116448,9,0.1364841225166375,0.1821248355368125,89,1
339,0.5722599239194999,0.898815055132319,7,0.2613574376418136,0.0363773806438192,53,0
340,0.6299670387609061,0.8798125088183345,5,0.0620446546760461,0.0594673548069028,73,1
341,0.5643647381566285,0.8820843576803713,8,0.302498440054653,0.1346455412443523,82,1
342,0.5004082959255052,0.946271354935482,8,0.0779077805597847,0.0,74,1
343,0.6301855816683355,0.9805909763056866,8,0.3338414977584846,0.3717823068447536,94,1
344,0.6598353086904559,0.9837545369924278,8,0.2789256316795234,0.1237340422788984,50,0
345,0.5024377184577071,1.0,8,0.1179122975125242,0.2157736897450726,76,1
346,0.4909992247062086,1.0,6,0.2633488392091607,0.0949756943829608,76,1
347,0.4978900858736185,1.0,8,0.2088649491942966,0.1615968827691916,83,1
348,0.5023808241308714,1.0,9,0.1607168507159067,0.1242532131466232,90,1
349,0.5012032029913095,0.9395867889723613,5,0.2506322700753618,0.2619218644022001,87,1
350,0.4966778313656116,1.0,5,0.1081100393544345,0.0697100977792801,79,1
351,0.5000552358600476,1.0,8,0.1655619494657141,0.120731233126833,83,1
352,0.5040949258817854,1.0,8,0.0847681490309577,0.2878236185874658,75,1
353,0.7153740851423545,1.0,6,0.1758516304862423,0.1159727226994493,84,1
354,0.6347194473918709,0.9458971348676748,5,0.0661234211307598,0.3191127250774209,69,1
355,0.4970513702051439,1.0,6,0.1423059292304558,0.1638210068792572,78,1
356,0.4928802437010015,0.996657304172431,6,0.2207144155719498,0.2535312151277299,82,1
357,0.5030314936662696,0.9192541669108948,9,0.0265847103742808,0.2511278300438065,64,1
358,0.175,0.5,6,0.0,0.0,70,0
359,0.4916970231962886,0.8745148531532476,8,0.1444984824707652,0.014875360189763,67,1
360,0.3083333333333333,0.5,6,0.0,0.0,52,0
361,0.3083333333333333,0.5,6,0.0,0.0,57,0
362,0.6294623272851316,0.9312699011447184,9,0.3159916393477791,0.0302648910400314,83,1
363,0.6736992902814146,0.5,6,0.0,0.0,41,0
364,0.3616666666666667,0.5,6,0.0,0.0,67,1
365,0.57892957012899,0.9891829715555028,9,0.3468497214201175,0.100115956611914,51,0
366,0.50625,1.0,7,0.0,0.0,88,1
367,0.5022701467459357,0.95296185310343,9,0.3943027178523596,0.0377502134827508,91,1
368,0.6355596178864441,1.0,11,0.3804743089377849,0.0992568656546773,101,1
369,0.4918599535454955,1.0,6,0.2461342624234232,0.1918011394331959,76,1
370,0.175,0.5,6,0.0,0.0,73,0
371,0.4975912579929527,1.0,7,0.1731748401409454,0.1148245947945851,89,1
372,0.3083333333333333,0.5,6,0.0,0.0,59,0
373,0.5533333333333333,0.5,6,0.0,0.0,53,0
374,0.4938150496430716,1.0,7,0.2486990071385673,0.1157605642857251,92,1
375,0.175,0.5,6,0.0,0.0,91,0
376,0.5722638801521788,1.0,7,0.4130557302897581,0.0,61,0
377,0.175,0.5,6,0.0,0.0,75,0
378,0.3243352061933683,0.5,6,0.0,0.0,40,0
379,0.4997944792464402,0.9603635766991704,8,0.1113224467866157,0.3685947329105679,81,1
380,0.5533333333333333,0.5,6,0.0,0.0,52,0
381,0.175,0.5,6,0.0,0.0,61,0
