agent_id,zone,guild,status,strain_id,influence_score,glyph_symbol,color,complexity,dominant_emotion,aesthetic_score,mantra
25,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
26,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
27,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
28,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
29,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
30,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
31,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
32,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
33,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
34,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
35,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
36,Carrefour_Nomade,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
37,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
38,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
39,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
40,Carrefour_Nomade,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
41,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
42,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
43,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
44,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
45,Carrefour_Nomade,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
46,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
47,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
48,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
49,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
50,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
51,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
52,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
53,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
54,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
55,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
56,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
57,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
58,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
59,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
60,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
61,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
62,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
63,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
64,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
65,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
66,Sanctuaire_Reclus,Hérauts,DISENCHANTED,MV-003,0.0,claviform,#d7ffb2,0.8161861545566,silence,0.6012756718801253,"Ô foudroyant totem, sois canalise par le rite ancien."
67,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
68,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
69,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
70,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
71,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
72,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
73,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
74,Carrefour_Nomade,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
75,Carrefour_Nomade,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
76,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
77,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
78,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
79,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
80,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
81,Carrefour_Nomade,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
82,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
83,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
84,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
85,Carrefour_Nomade,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
86,Carrefour_Nomade,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
87,Carrefour_Nomade,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
88,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
89,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
90,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
91,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
92,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
93,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
94,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
95,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
96,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
97,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
98,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
99,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
100,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
101,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
102,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
103,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
104,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
105,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
106,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
107,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
108,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
109,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
110,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
111,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
112,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
113,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
114,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
115,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
116,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
117,Carrefour_Nomade,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
118,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
119,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
120,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
121,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
122,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
123,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
124,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
125,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
126,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
127,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
128,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
129,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
130,Carrefour_Nomade,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
131,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
132,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
133,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
134,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
135,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
136,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
137,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
138,Carrefour_Nomade,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
139,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
140,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
141,Agora_Centrale,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
142,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
143,Carrefour_Nomade,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
144,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
145,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
146,Forum_Diffus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
147,Sanctuaire_Reclus,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
148,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
149,Archives_Oubliées,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
150,Marché_Souterrain,Fractaliens,DISENCHANTED,M-001,0.0,spiral,#bcff45,0.710962769586988,extase,0.5850750693471092,"Ô foudroyant totem, sois transmute par le rite ancien."
