agent_id,timestamp,event_type,content,impact
19,0,cycle_expansion,Saison d'expansion narrative,0.3
19,10,cycle_contraction,Saison de contraction narrative,0.3
19,30,cycle_expansion,Saison d'expansion narrative,0.3
19,40,cycle_expansion,Saison d'expansion narrative,0.3
19,50,cycle_expansion,Saison d'expansion narrative,0.3
20,0,cycle_expansion,Saison d'expansion narrative,0.3
20,10,cycle_contraction,Saison de contraction narrative,0.3
20,30,cycle_expansion,Saison d'expansion narrative,0.3
20,40,cycle_expansion,Saison d'expansion narrative,0.3
20,50,cycle_expansion,Saison d'expansion narrative,0.3
21,0,cycle_expansion,Saison d'expansion narrative,0.3
21,10,cycle_contraction,Saison de contraction narrative,0.3
21,30,cycle_expansion,Saison d'expansion narrative,0.3
21,40,cycle_expansion,Saison d'expansion narrative,0.3
21,50,cycle_expansion,Saison d'expansion narrative,0.3
22,0,cycle_expansion,Saison d'expansion narrative,0.3
22,10,cycle_contraction,Saison de contraction narrative,0.3
22,30,cycle_expansion,Saison d'expansion narrative,0.3
22,40,cycle_expansion,Saison d'expansion narrative,0.3
22,50,cycle_expansion,Saison d'expansion narrative,0.3
23,0,cycle_expansion,Saison d'expansion narrative,0.3
23,10,cycle_contraction,Saison de contraction narrative,0.3
23,30,cycle_expansion,Saison d'expansion narrative,0.3
23,40,cycle_expansion,Saison d'expansion narrative,0.3
23,50,cycle_expansion,Saison d'expansion narrative,0.3
24,0,cycle_expansion,Saison d'expansion narrative,0.3
24,10,cycle_contraction,Saison de contraction narrative,0.3
24,30,cycle_expansion,Saison d'expansion narrative,0.3
24,40,cycle_expansion,Saison d'expansion narrative,0.3
24,50,cycle_expansion,Saison d'expansion narrative,0.3
25,0,cycle_expansion,Saison d'expansion narrative,0.3
25,10,cycle_contraction,Saison de contraction narrative,0.3
25,30,cycle_expansion,Saison d'expansion narrative,0.3
25,40,cycle_expansion,Saison d'expansion narrative,0.3
25,50,cycle_expansion,Saison d'expansion narrative,0.3
26,0,cycle_expansion,Saison d'expansion narrative,0.3
26,10,cycle_contraction,Saison de contraction narrative,0.3
26,30,cycle_expansion,Saison d'expansion narrative,0.3
26,40,cycle_expansion,Saison d'expansion narrative,0.3
26,50,cycle_expansion,Saison d'expansion narrative,0.3
27,0,cycle_expansion,Saison d'expansion narrative,0.3
27,10,cycle_contraction,Saison de contraction narrative,0.3
27,30,cycle_expansion,Saison d'expansion narrative,0.3
27,40,cycle_expansion,Saison d'expansion narrative,0.3
27,50,cycle_expansion,Saison d'expansion narrative,0.3
28,0,cycle_expansion,Saison d'expansion narrative,0.3
28,10,cycle_contraction,Saison de contraction narrative,0.3
28,30,cycle_expansion,Saison d'expansion narrative,0.3
28,40,cycle_expansion,Saison d'expansion narrative,0.3
28,50,cycle_expansion,Saison d'expansion narrative,0.3
29,0,cycle_expansion,Saison d'expansion narrative,0.3
29,10,cycle_contraction,Saison de contraction narrative,0.3
29,30,cycle_expansion,Saison d'expansion narrative,0.3
29,40,cycle_expansion,Saison d'expansion narrative,0.3
29,50,cycle_expansion,Saison d'expansion narrative,0.3
30,0,cycle_expansion,Saison d'expansion narrative,0.3
30,10,cycle_contraction,Saison de contraction narrative,0.3
30,30,cycle_expansion,Saison d'expansion narrative,0.3
30,40,cycle_expansion,Saison d'expansion narrative,0.3
30,50,cycle_expansion,Saison d'expansion narrative,0.3
31,0,cycle_expansion,Saison d'expansion narrative,0.3
31,10,cycle_contraction,Saison de contraction narrative,0.3
31,30,cycle_expansion,Saison d'expansion narrative,0.3
31,40,cycle_expansion,Saison d'expansion narrative,0.3
31,50,cycle_expansion,Saison d'expansion narrative,0.3
32,0,cycle_expansion,Saison d'expansion narrative,0.3
32,10,cycle_contraction,Saison de contraction narrative,0.3
32,30,cycle_expansion,Saison d'expansion narrative,0.3
32,40,cycle_expansion,Saison d'expansion narrative,0.3
32,50,cycle_expansion,Saison d'expansion narrative,0.3
33,0,cycle_expansion,Saison d'expansion narrative,0.3
33,10,cycle_contraction,Saison de contraction narrative,0.3
33,30,cycle_expansion,Saison d'expansion narrative,0.3
33,40,cycle_expansion,Saison d'expansion narrative,0.3
33,50,cycle_expansion,Saison d'expansion narrative,0.3
34,0,cycle_expansion,Saison d'expansion narrative,0.3
34,10,cycle_contraction,Saison de contraction narrative,0.3
34,30,cycle_expansion,Saison d'expansion narrative,0.3
34,40,cycle_expansion,Saison d'expansion narrative,0.3
34,50,cycle_expansion,Saison d'expansion narrative,0.3
35,0,cycle_expansion,Saison d'expansion narrative,0.3
35,10,cycle_contraction,Saison de contraction narrative,0.3
35,30,cycle_expansion,Saison d'expansion narrative,0.3
35,40,cycle_expansion,Saison d'expansion narrative,0.3
35,50,cycle_expansion,Saison d'expansion narrative,0.3
36,0,cycle_expansion,Saison d'expansion narrative,0.3
36,10,cycle_contraction,Saison de contraction narrative,0.3
36,30,cycle_expansion,Saison d'expansion narrative,0.3
36,40,cycle_expansion,Saison d'expansion narrative,0.3
36,50,cycle_expansion,Saison d'expansion narrative,0.3
37,0,cycle_expansion,Saison d'expansion narrative,0.3
37,10,cycle_contraction,Saison de contraction narrative,0.3
37,30,cycle_expansion,Saison d'expansion narrative,0.3
37,40,cycle_expansion,Saison d'expansion narrative,0.3
37,50,cycle_expansion,Saison d'expansion narrative,0.3
38,0,cycle_expansion,Saison d'expansion narrative,0.3
38,10,cycle_contraction,Saison de contraction narrative,0.3
38,30,cycle_expansion,Saison d'expansion narrative,0.3
38,40,cycle_expansion,Saison d'expansion narrative,0.3
38,50,cycle_expansion,Saison d'expansion narrative,0.3
39,0,cycle_expansion,Saison d'expansion narrative,0.3
39,10,cycle_contraction,Saison de contraction narrative,0.3
39,30,cycle_expansion,Saison d'expansion narrative,0.3
39,40,cycle_expansion,Saison d'expansion narrative,0.3
39,50,cycle_expansion,Saison d'expansion narrative,0.3
40,0,cycle_expansion,Saison d'expansion narrative,0.3
40,10,cycle_contraction,Saison de contraction narrative,0.3
40,30,cycle_expansion,Saison d'expansion narrative,0.3
40,40,cycle_expansion,Saison d'expansion narrative,0.3
40,50,cycle_expansion,Saison d'expansion narrative,0.3
41,0,cycle_expansion,Saison d'expansion narrative,0.3
41,10,cycle_contraction,Saison de contraction narrative,0.3
41,30,cycle_expansion,Saison d'expansion narrative,0.3
41,40,cycle_expansion,Saison d'expansion narrative,0.3
41,50,cycle_expansion,Saison d'expansion narrative,0.3
42,0,cycle_expansion,Saison d'expansion narrative,0.3
42,10,cycle_contraction,Saison de contraction narrative,0.3
42,30,cycle_expansion,Saison d'expansion narrative,0.3
42,40,cycle_expansion,Saison d'expansion narrative,0.3
42,50,cycle_expansion,Saison d'expansion narrative,0.3
43,0,cycle_expansion,Saison d'expansion narrative,0.3
43,10,cycle_contraction,Saison de contraction narrative,0.3
43,30,cycle_expansion,Saison d'expansion narrative,0.3
43,40,cycle_expansion,Saison d'expansion narrative,0.3
43,50,cycle_expansion,Saison d'expansion narrative,0.3
44,0,cycle_expansion,Saison d'expansion narrative,0.3
44,10,cycle_contraction,Saison de contraction narrative,0.3
44,30,cycle_expansion,Saison d'expansion narrative,0.3
44,40,cycle_expansion,Saison d'expansion narrative,0.3
44,50,cycle_expansion,Saison d'expansion narrative,0.3
45,0,cycle_expansion,Saison d'expansion narrative,0.3
45,10,cycle_contraction,Saison de contraction narrative,0.3
45,30,cycle_expansion,Saison d'expansion narrative,0.3
45,40,cycle_expansion,Saison d'expansion narrative,0.3
45,50,cycle_expansion,Saison d'expansion narrative,0.3
46,0,cycle_expansion,Saison d'expansion narrative,0.3
46,10,infection,Infecté par Agent#3,0.6
46,10,cycle_contraction,Saison de contraction narrative,0.3
46,13,cultural_resonance,Résonance culturelle : fusion de MV-003 et MV-002,0.6
46,13,disenchantment,Désenchantement à t=13,0.7
47,0,cycle_expansion,Saison d'expansion narrative,0.3
47,10,cycle_contraction,Saison de contraction narrative,0.3
47,30,cycle_expansion,Saison d'expansion narrative,0.3
47,40,cycle_expansion,Saison d'expansion narrative,0.3
47,50,cycle_expansion,Saison d'expansion narrative,0.3
48,0,cycle_expansion,Saison d'expansion narrative,0.3
48,10,cycle_contraction,Saison de contraction narrative,0.3
48,30,cycle_expansion,Saison d'expansion narrative,0.3
48,40,cycle_expansion,Saison d'expansion narrative,0.3
48,50,cycle_expansion,Saison d'expansion narrative,0.3
49,0,cycle_expansion,Saison d'expansion narrative,0.3
49,10,cycle_contraction,Saison de contraction narrative,0.3
49,30,cycle_expansion,Saison d'expansion narrative,0.3
49,40,cycle_expansion,Saison d'expansion narrative,0.3
49,50,cycle_expansion,Saison d'expansion narrative,0.3
49,57,infection,Infecté par Agent#137,0.6
50,0,cycle_expansion,Saison d'expansion narrative,0.3
50,10,cycle_contraction,Saison de contraction narrative,0.3
50,30,cycle_expansion,Saison d'expansion narrative,0.3
50,40,cycle_expansion,Saison d'expansion narrative,0.3
50,50,cycle_expansion,Saison d'expansion narrative,0.3
51,0,cycle_expansion,Saison d'expansion narrative,0.3
51,10,cycle_contraction,Saison de contraction narrative,0.3
51,30,cycle_expansion,Saison d'expansion narrative,0.3
51,40,cycle_expansion,Saison d'expansion narrative,0.3
51,50,cycle_expansion,Saison d'expansion narrative,0.3
52,0,cycle_expansion,Saison d'expansion narrative,0.3
52,10,cycle_contraction,Saison de contraction narrative,0.3
52,30,cycle_expansion,Saison d'expansion narrative,0.3
52,40,cycle_expansion,Saison d'expansion narrative,0.3
52,50,cycle_expansion,Saison d'expansion narrative,0.3
53,0,cycle_expansion,Saison d'expansion narrative,0.3
53,10,cycle_contraction,Saison de contraction narrative,0.3
53,30,cycle_expansion,Saison d'expansion narrative,0.3
53,40,cycle_expansion,Saison d'expansion narrative,0.3
53,50,cycle_expansion,Saison d'expansion narrative,0.3
54,0,cycle_expansion,Saison d'expansion narrative,0.3
54,10,cycle_contraction,Saison de contraction narrative,0.3
54,30,cycle_expansion,Saison d'expansion narrative,0.3
54,40,cycle_expansion,Saison d'expansion narrative,0.3
54,50,cycle_expansion,Saison d'expansion narrative,0.3
55,0,cycle_expansion,Saison d'expansion narrative,0.3
55,10,cycle_contraction,Saison de contraction narrative,0.3
55,30,cycle_expansion,Saison d'expansion narrative,0.3
55,40,cycle_expansion,Saison d'expansion narrative,0.3
55,50,cycle_expansion,Saison d'expansion narrative,0.3
56,0,cycle_expansion,Saison d'expansion narrative,0.3
56,10,cycle_contraction,Saison de contraction narrative,0.3
56,30,cycle_expansion,Saison d'expansion narrative,0.3
56,40,cycle_expansion,Saison d'expansion narrative,0.3
56,50,cycle_expansion,Saison d'expansion narrative,0.3
57,0,cycle_expansion,Saison d'expansion narrative,0.3
57,10,cycle_contraction,Saison de contraction narrative,0.3
57,30,cycle_expansion,Saison d'expansion narrative,0.3
57,40,cycle_expansion,Saison d'expansion narrative,0.3
57,50,cycle_expansion,Saison d'expansion narrative,0.3
58,0,cycle_expansion,Saison d'expansion narrative,0.3
58,10,cycle_contraction,Saison de contraction narrative,0.3
58,30,cycle_expansion,Saison d'expansion narrative,0.3
58,40,cycle_expansion,Saison d'expansion narrative,0.3
58,50,cycle_expansion,Saison d'expansion narrative,0.3
59,0,cycle_expansion,Saison d'expansion narrative,0.3
59,10,cycle_contraction,Saison de contraction narrative,0.3
59,30,cycle_expansion,Saison d'expansion narrative,0.3
59,40,cycle_expansion,Saison d'expansion narrative,0.3
59,50,cycle_expansion,Saison d'expansion narrative,0.3
60,0,cycle_expansion,Saison d'expansion narrative,0.3
60,10,cycle_contraction,Saison de contraction narrative,0.3
60,30,cycle_expansion,Saison d'expansion narrative,0.3
60,40,cycle_expansion,Saison d'expansion narrative,0.3
60,50,cycle_expansion,Saison d'expansion narrative,0.3
61,0,cycle_expansion,Saison d'expansion narrative,0.3
61,10,cycle_contraction,Saison de contraction narrative,0.3
61,30,cycle_expansion,Saison d'expansion narrative,0.3
61,40,cycle_expansion,Saison d'expansion narrative,0.3
61,50,cycle_expansion,Saison d'expansion narrative,0.3
62,0,cycle_expansion,Saison d'expansion narrative,0.3
62,10,cycle_contraction,Saison de contraction narrative,0.3
62,30,cycle_expansion,Saison d'expansion narrative,0.3
62,40,cycle_expansion,Saison d'expansion narrative,0.3
62,50,cycle_expansion,Saison d'expansion narrative,0.3
63,0,cycle_expansion,Saison d'expansion narrative,0.3
63,10,cycle_contraction,Saison de contraction narrative,0.3
63,30,cycle_expansion,Saison d'expansion narrative,0.3
63,40,cycle_expansion,Saison d'expansion narrative,0.3
63,50,cycle_expansion,Saison d'expansion narrative,0.3
64,0,cycle_expansion,Saison d'expansion narrative,0.3
64,10,cycle_contraction,Saison de contraction narrative,0.3
64,30,cycle_expansion,Saison d'expansion narrative,0.3
64,40,cycle_expansion,Saison d'expansion narrative,0.3
64,50,cycle_expansion,Saison d'expansion narrative,0.3
65,0,cycle_expansion,Saison d'expansion narrative,0.3
65,10,cycle_contraction,Saison de contraction narrative,0.3
65,30,cycle_expansion,Saison d'expansion narrative,0.3
65,40,cycle_expansion,Saison d'expansion narrative,0.3
65,50,cycle_expansion,Saison d'expansion narrative,0.3
66,0,cycle_expansion,Saison d'expansion narrative,0.3
66,10,cycle_contraction,Saison de contraction narrative,0.3
66,30,cycle_expansion,Saison d'expansion narrative,0.3
66,40,cycle_expansion,Saison d'expansion narrative,0.3
66,50,cycle_expansion,Saison d'expansion narrative,0.3
67,0,cycle_expansion,Saison d'expansion narrative,0.3
67,10,cycle_contraction,Saison de contraction narrative,0.3
67,30,cycle_expansion,Saison d'expansion narrative,0.3
67,40,cycle_expansion,Saison d'expansion narrative,0.3
67,50,cycle_expansion,Saison d'expansion narrative,0.3
68,0,cycle_expansion,Saison d'expansion narrative,0.3
68,10,cycle_contraction,Saison de contraction narrative,0.3
68,30,cycle_expansion,Saison d'expansion narrative,0.3
68,40,cycle_expansion,Saison d'expansion narrative,0.3
68,50,cycle_expansion,Saison d'expansion narrative,0.3
69,0,cycle_expansion,Saison d'expansion narrative,0.3
69,10,cycle_contraction,Saison de contraction narrative,0.3
69,30,cycle_expansion,Saison d'expansion narrative,0.3
69,40,cycle_expansion,Saison d'expansion narrative,0.3
69,50,cycle_expansion,Saison d'expansion narrative,0.3
70,0,cycle_expansion,Saison d'expansion narrative,0.3
70,10,cycle_contraction,Saison de contraction narrative,0.3
70,30,cycle_expansion,Saison d'expansion narrative,0.3
70,40,cycle_expansion,Saison d'expansion narrative,0.3
70,50,cycle_expansion,Saison d'expansion narrative,0.3
71,0,cycle_expansion,Saison d'expansion narrative,0.3
71,10,cycle_contraction,Saison de contraction narrative,0.3
71,30,cycle_expansion,Saison d'expansion narrative,0.3
71,40,cycle_expansion,Saison d'expansion narrative,0.3
71,50,cycle_expansion,Saison d'expansion narrative,0.3
72,0,cycle_expansion,Saison d'expansion narrative,0.3
72,10,cycle_contraction,Saison de contraction narrative,0.3
72,30,cycle_expansion,Saison d'expansion narrative,0.3
72,40,cycle_expansion,Saison d'expansion narrative,0.3
72,50,cycle_expansion,Saison d'expansion narrative,0.3
73,0,cycle_expansion,Saison d'expansion narrative,0.3
73,10,cycle_contraction,Saison de contraction narrative,0.3
73,30,cycle_expansion,Saison d'expansion narrative,0.3
73,40,cycle_expansion,Saison d'expansion narrative,0.3
73,50,cycle_expansion,Saison d'expansion narrative,0.3
74,0,cycle_expansion,Saison d'expansion narrative,0.3
74,10,cycle_contraction,Saison de contraction narrative,0.3
74,30,cycle_expansion,Saison d'expansion narrative,0.3
74,40,cycle_expansion,Saison d'expansion narrative,0.3
74,50,cycle_expansion,Saison d'expansion narrative,0.3
75,0,cycle_expansion,Saison d'expansion narrative,0.3
75,10,cycle_contraction,Saison de contraction narrative,0.3
75,30,cycle_expansion,Saison d'expansion narrative,0.3
75,40,cycle_expansion,Saison d'expansion narrative,0.3
75,50,cycle_expansion,Saison d'expansion narrative,0.3
76,0,cycle_expansion,Saison d'expansion narrative,0.3
76,10,cycle_contraction,Saison de contraction narrative,0.3
76,12,infection,Infecté par Agent#4,0.6
76,35,disenchantment,Désenchantement à t=35,0.7
77,0,cycle_expansion,Saison d'expansion narrative,0.3
77,10,cycle_contraction,Saison de contraction narrative,0.3
77,30,cycle_expansion,Saison d'expansion narrative,0.3
77,40,cycle_expansion,Saison d'expansion narrative,0.3
77,50,cycle_expansion,Saison d'expansion narrative,0.3
78,0,cycle_expansion,Saison d'expansion narrative,0.3
78,10,cycle_contraction,Saison de contraction narrative,0.3
78,30,cycle_expansion,Saison d'expansion narrative,0.3
78,40,cycle_expansion,Saison d'expansion narrative,0.3
78,50,cycle_expansion,Saison d'expansion narrative,0.3
79,0,cycle_expansion,Saison d'expansion narrative,0.3
79,10,cycle_contraction,Saison de contraction narrative,0.3
79,30,cycle_expansion,Saison d'expansion narrative,0.3
79,40,cycle_expansion,Saison d'expansion narrative,0.3
79,50,cycle_expansion,Saison d'expansion narrative,0.3
80,0,cycle_expansion,Saison d'expansion narrative,0.3
80,10,cycle_contraction,Saison de contraction narrative,0.3
80,30,cycle_expansion,Saison d'expansion narrative,0.3
80,40,cycle_expansion,Saison d'expansion narrative,0.3
80,50,cycle_expansion,Saison d'expansion narrative,0.3
81,0,cycle_expansion,Saison d'expansion narrative,0.3
81,10,cycle_contraction,Saison de contraction narrative,0.3
81,30,cycle_expansion,Saison d'expansion narrative,0.3
81,40,cycle_expansion,Saison d'expansion narrative,0.3
81,50,cycle_expansion,Saison d'expansion narrative,0.3
82,0,cycle_expansion,Saison d'expansion narrative,0.3
82,10,cycle_contraction,Saison de contraction narrative,0.3
82,30,cycle_expansion,Saison d'expansion narrative,0.3
82,40,cycle_expansion,Saison d'expansion narrative,0.3
82,50,cycle_expansion,Saison d'expansion narrative,0.3
83,0,cycle_expansion,Saison d'expansion narrative,0.3
83,10,cycle_contraction,Saison de contraction narrative,0.3
83,30,cycle_expansion,Saison d'expansion narrative,0.3
83,40,cycle_expansion,Saison d'expansion narrative,0.3
83,50,cycle_expansion,Saison d'expansion narrative,0.3
84,0,cycle_expansion,Saison d'expansion narrative,0.3
84,10,cycle_contraction,Saison de contraction narrative,0.3
84,30,cycle_expansion,Saison d'expansion narrative,0.3
84,40,cycle_expansion,Saison d'expansion narrative,0.3
84,50,cycle_expansion,Saison d'expansion narrative,0.3
85,0,cycle_expansion,Saison d'expansion narrative,0.3
85,10,cycle_contraction,Saison de contraction narrative,0.3
85,30,cycle_expansion,Saison d'expansion narrative,0.3
85,40,cycle_expansion,Saison d'expansion narrative,0.3
85,50,cycle_expansion,Saison d'expansion narrative,0.3
86,0,cycle_expansion,Saison d'expansion narrative,0.3
86,10,cycle_contraction,Saison de contraction narrative,0.3
86,30,cycle_expansion,Saison d'expansion narrative,0.3
86,40,cycle_expansion,Saison d'expansion narrative,0.3
86,50,cycle_expansion,Saison d'expansion narrative,0.3
87,0,cycle_expansion,Saison d'expansion narrative,0.3
87,10,cycle_contraction,Saison de contraction narrative,0.3
87,30,cycle_expansion,Saison d'expansion narrative,0.3
87,40,cycle_expansion,Saison d'expansion narrative,0.3
87,50,cycle_expansion,Saison d'expansion narrative,0.3
88,0,cycle_expansion,Saison d'expansion narrative,0.3
88,10,cycle_contraction,Saison de contraction narrative,0.3
88,30,cycle_expansion,Saison d'expansion narrative,0.3
88,40,cycle_expansion,Saison d'expansion narrative,0.3
88,50,cycle_expansion,Saison d'expansion narrative,0.3
89,0,cycle_expansion,Saison d'expansion narrative,0.3
89,10,cycle_contraction,Saison de contraction narrative,0.3
89,30,cycle_expansion,Saison d'expansion narrative,0.3
89,40,cycle_expansion,Saison d'expansion narrative,0.3
89,50,cycle_expansion,Saison d'expansion narrative,0.3
90,0,cycle_expansion,Saison d'expansion narrative,0.3
90,10,cycle_contraction,Saison de contraction narrative,0.3
90,30,cycle_expansion,Saison d'expansion narrative,0.3
90,40,cycle_expansion,Saison d'expansion narrative,0.3
90,50,cycle_expansion,Saison d'expansion narrative,0.3
91,0,cycle_expansion,Saison d'expansion narrative,0.3
91,10,cycle_contraction,Saison de contraction narrative,0.3
91,30,cycle_expansion,Saison d'expansion narrative,0.3
91,40,cycle_expansion,Saison d'expansion narrative,0.3
91,50,cycle_expansion,Saison d'expansion narrative,0.3
92,0,cycle_expansion,Saison d'expansion narrative,0.3
92,10,cycle_contraction,Saison de contraction narrative,0.3
92,30,cycle_expansion,Saison d'expansion narrative,0.3
92,40,cycle_expansion,Saison d'expansion narrative,0.3
92,50,cycle_expansion,Saison d'expansion narrative,0.3
93,0,cycle_expansion,Saison d'expansion narrative,0.3
93,10,cycle_contraction,Saison de contraction narrative,0.3
93,30,cycle_expansion,Saison d'expansion narrative,0.3
93,40,cycle_expansion,Saison d'expansion narrative,0.3
93,50,cycle_expansion,Saison d'expansion narrative,0.3
94,0,cycle_expansion,Saison d'expansion narrative,0.3
94,10,cycle_contraction,Saison de contraction narrative,0.3
94,30,cycle_expansion,Saison d'expansion narrative,0.3
94,40,cycle_expansion,Saison d'expansion narrative,0.3
94,50,cycle_expansion,Saison d'expansion narrative,0.3
95,0,cycle_expansion,Saison d'expansion narrative,0.3
95,10,cycle_contraction,Saison de contraction narrative,0.3
95,30,cycle_expansion,Saison d'expansion narrative,0.3
95,40,cycle_expansion,Saison d'expansion narrative,0.3
95,50,cycle_expansion,Saison d'expansion narrative,0.3
96,0,cycle_expansion,Saison d'expansion narrative,0.3
96,10,cycle_contraction,Saison de contraction narrative,0.3
96,30,cycle_expansion,Saison d'expansion narrative,0.3
96,40,cycle_expansion,Saison d'expansion narrative,0.3
96,50,cycle_expansion,Saison d'expansion narrative,0.3
97,0,cycle_expansion,Saison d'expansion narrative,0.3
97,10,cycle_contraction,Saison de contraction narrative,0.3
97,30,cycle_expansion,Saison d'expansion narrative,0.3
97,40,cycle_expansion,Saison d'expansion narrative,0.3
97,50,cycle_expansion,Saison d'expansion narrative,0.3
98,0,cycle_expansion,Saison d'expansion narrative,0.3
98,10,cycle_contraction,Saison de contraction narrative,0.3
98,30,cycle_expansion,Saison d'expansion narrative,0.3
98,40,cycle_expansion,Saison d'expansion narrative,0.3
98,50,cycle_expansion,Saison d'expansion narrative,0.3
99,0,cycle_expansion,Saison d'expansion narrative,0.3
99,10,cycle_contraction,Saison de contraction narrative,0.3
99,30,cycle_expansion,Saison d'expansion narrative,0.3
99,40,cycle_expansion,Saison d'expansion narrative,0.3
99,50,cycle_expansion,Saison d'expansion narrative,0.3
100,0,cycle_expansion,Saison d'expansion narrative,0.3
100,10,cycle_contraction,Saison de contraction narrative,0.3
100,30,cycle_expansion,Saison d'expansion narrative,0.3
100,40,cycle_expansion,Saison d'expansion narrative,0.3
100,50,cycle_expansion,Saison d'expansion narrative,0.3
